date,close_price,volume
2026-03-25,473.2099914550781,1712000
2026-03-26,478.17999267578125,1294500
2026-03-27,472.4800109863281,1023700
2026-03-30,475.0,1302100
2026-03-31,484.9100036621094,1150500
2026-04-01,470.010009765625,1767200
2026-04-02,488.9700012207031,1550500
2026-04-06,484.4800109863281,1458000
2026-04-07,483.17999267578125,947000
2026-04-08,483.1700134277344,1311500
2026-04-09,486.6199951171875,1706600
2026-04-10,475.989990234375,1577100
2026-04-13,504.1000061035156,1845000
2026-04-14,511.3599853515625,1085100
2026-04-15,531.1699829101562,2068800
2026-04-16,531.4500122070312,1578500
2026-04-17,536.6099853515625,1399600
2026-04-20,536.760009765625,979800
2026-04-21,522.4400024414062,1637500
2026-04-22,522.8800048828125,1497800
2026-04-23,515.9400024414062,1628600
2026-04-24,518.0,1566200
2026-04-27,495.82000732421875,2782900
2026-04-28,434.20001220703125,9431000
2026-04-29,443.57000732421875,3583400
2026-04-30,446.54998779296875,2166100
2026-05-01,441.510009765625,1438400
2026-05-04,438.260009765625,1602800
2026-05-05,419.5299987792969,3825600
2026-05-06,425.25,3323100
2026-05-07,427.42999267578125,2464400
2026-05-08,417.8299865722656,1804000
2026-05-11,419.5,1965700
2026-05-12,432.75,1645700
2026-05-13,430.8999938964844,1972600
2026-05-14,432.5400085449219,1259100
2026-05-15,436.94000244140625,2063400
2026-05-18,445.010009765625,1891900
2026-05-19,441.5899963378906,1890700
2026-05-20,433.32000732421875,1652900
2026-05-21,489.92999267578125,7301900
2026-05-22,519.8599853515625,5286500
2026-05-26,529.7100219726562,2629300
2026-05-27,512.8300170898438,1863700
2026-05-28,516.7100219726562,1884100
2026-05-29,497.67999267578125,3399100
2026-06-01,507.760009765625,1653600
2026-06-02,501.5,1426600
2026-06-03,487.5400085449219,2013600
2026-06-04,493.5799865722656,1320000
2026-06-05,496.95001220703125,1784300
2026-06-08,503.1300048828125,1866100
2026-06-09,496.2200012207031,1635200
2026-06-10,503.1000061035156,2533400
2026-06-11,486.0,1861500
2026-06-12,482.0,1944000
2026-06-15,479.8500061035156,1775800
2026-06-16,469.80999755859375,1572500
2026-06-17,455.6000061035156,2068500
2026-06-18,468.0799865722656,2460500
2026-06-22,459.3399963378906,2278700
