date,close_price,volume,volume_anomaly
2026-03-25,115.28082275390625,4408000,0
2026-03-26,115.9049301147461,3403100,0
2026-03-27,118.71834564208984,8112900,0
2026-03-30,117.66826629638672,4425200,0
2026-03-31,120.06561279296875,4662100,0
2026-04-01,119.3226318359375,4250600,0
2026-04-02,119.3226318359375,5348000,0
2026-04-06,121.066162109375,4059500,0
2026-04-07,118.40133666992188,3799500,0
2026-04-08,121.9676513671875,3634100,0
2026-04-09,122.86912536621094,4093500,0
2026-04-10,120.74916076660156,3699800,0
2026-04-13,116.77668762207031,5800600,0
2026-04-14,118.41124725341797,5189100,0
2026-04-15,121.71998596191406,5232400,0
2026-04-16,122.75025939941406,4293000,0
2026-04-17,126.64346313476562,5844800,0
2026-04-20,128.96156311035156,5819100,0
2026-04-21,130.8636016845703,5745900,0
2026-04-22,129.3776397705078,5141400,0
2026-04-23,128.95166015625,3595200,0
2026-04-24,128.0501708984375,3129300,0
2026-04-27,128.50587463378906,5824300,0
2026-04-28,125.95001983642578,3728100,0
2026-04-29,126.67318725585938,3760100,0
2026-04-30,128.5355987548828,5436600,0
2026-05-01,127.68363952636719,3729000,0
2026-05-04,126.56421661376953,3118200,0
2026-05-05,127.61430358886719,4206800,0
2026-05-06,128.9714813232422,4423100,0
2026-05-07,124.70181274414062,7539000,1
2026-05-08,124.07771301269531,3883700,0
2026-05-11,117.33145141601562,7589700,1
2026-05-12,120.66000366210938,5623800,0
2026-05-13,121.4800033569336,3964800,0
2026-05-14,123.08000183105469,4160100,0
2026-05-15,121.54000091552734,3661400,0
2026-05-18,123.4000015258789,3708100,0
2026-05-19,127.23999786376953,10539800,1
2026-05-20,122.33000183105469,20309300,1
2026-05-21,126.1500015258789,9959900,0
2026-05-22,125.5999984741211,4943000,0
2026-05-26,125.43000030517578,4455500,0
2026-05-27,128.3300018310547,6076900,0
2026-05-28,128.64999389648438,4676600,0
2026-05-29,127.06999969482422,6455200,0
2026-06-01,123.70999908447266,4859100,0
2026-06-02,123.18000030517578,3206500,0
2026-06-03,124.80000305175781,3336300,0
2026-06-04,123.8499984741211,4749600,0
2026-06-05,122.56999969482422,4384500,0
2026-06-08,123.97000122070312,2846200,0
2026-06-09,126.61000061035156,4092100,0
2026-06-10,127.9800033569336,3943100,0
2026-06-11,132.63999938964844,4535600,0
2026-06-12,135.22999572753906,4803300,0
2026-06-15,133.1699981689453,7287900,0
2026-06-16,133.39999389648438,3186000,0
2026-06-17,127.80999755859375,3506900,0
2026-06-18,130.74000549316406,7529100,0
2026-06-22,129.72999572753906,3942700,0
